crew_id,date,duty_start,duty_end,num_sectors,is_night_duty,is_early_start,duration_hours,rest_hours_before,consecutive_work_days
C001,2025-02-10,2025-02-10 18:15:00,2025-02-11 01:12:44.424701694,4,1,0,6.962340194915208,21.06630743638889,5
C001,2025-02-12,2025-02-12 20:30:00,2025-02-13 04:38:00.414950330,3,1,0,8.133448597314054,43.0,1
C001,2025-02-13,2025-02-13 04:30:00,2025-02-13 12:05:25.037103660,2,0,1,7.590288084350089,-0.1334485975,2
C001,2025-02-14,2025-02-14 18:30:00,2025-02-15 00:50:25.514029398,3,1,0,6.340420563721767,30.409711915555555,3
C001,2025-02-15,2025-02-15 16:00:00,2025-02-16 00:03:59.556834302,2,1,0,8.066543565084057,15.15957943611111,4
C001,2025-02-16,2025-02-16 00:30:00,2025-02-16 08:18:03.010011575,3,1,1,7.8008361143266605,0.4334564347222222,5
C001,2025-02-17,2025-02-17 10:15:00,2025-02-17 19:40:31.069803044,4,0,0,9.425297167512369,25.949163885555556,6
C001,2025-02-18,2025-02-18 00:15:00,2025-02-18 06:34:23.726741481,4,1,1,6.323257428189228,4.574702832222223,7
C001,2025-02-19,2025-02-19 05:00:00,2025-02-19 14:45:37.921571392,1,0,1,9.760533769831113,22.42674257166667,8
C001,2025-02-20,2025-02-20 09:45:00,2025-02-20 18:31:03.290846774,1,0,0,8.767580790770772,18.989466229999998,9
C001,2025-02-22,2025-02-22 04:45:00,2025-02-22 11:27:55.047012787,4,0,1,6.715290836885315,31.0,1
C001,2025-02-23,2025-02-23 18:30:00,2025-02-24 02:07:39.434489992,3,1,0,7.627620691664697,31.034709163055556,2
C001,2025-02-24,2025-02-24 13:30:00,2025-02-24 23:24:56.057159160,2,0,0,9.915571433100036,11.372379308333333,3
C001,2025-02-25,2025-02-25 12:45:00,2025-02-25 20:45:37.974140714,3,0,0,8.010548372420768,13.334428566666668,4
C001,2025-02-26,2025-02-26 04:45:00,2025-02-26 12:44:48.384670340,3,0,1,7.996773519539009,7.9894516275,5
C001,2025-02-27,2025-02-27 05:00:00,2025-02-27 14:48:56.571508837,2,0,1,9.81571430801035,16.253226480277778,6
C001,2025-02-28,2025-02-28 04:00:00,2025-02-28 11:42:45.851735769,3,0,1,7.712736593269257,13.184285691944444,7
C001,2025-03-01,2025-03-01 02:45:00,2025-03-01 09:21:41.018538867,3,1,1,6.611394038574364,15.037263406666668,8
C002,2025-01-01,2025-01-01 09:30:00,2025-01-01 17:43:37.938179400,2,0,0,8.227205049833401,26.0,1
C002,2025-01-02,2025-01-02 06:15:00,2025-01-02 16:12:36.775441501,3,0,0,9.960215400417052,12.522794950000002,2
C002,2025-01-03,2025-01-03 00:00:00,2025-01-03 07:41:50.422523457,3,1,1,7.697339589849349,7.789784599444445,3
C002,2025-01-04,2025-01-04 14:15:00,2025-01-04 21:55:44.844332826,1,0,0,7.6791234257851055,30.55266041,4
C002,2025-01-05,2025-01-05 06:00:00,2025-01-05 14:00:21.834643495,4,0,0,8.006065178748798,8.070876574166666,5
C002,2025-01-06,2025-01-06 23:30:00,2025-01-07 08:10:12.057691629,3,1,0,8.6700160254527,33.49393482111111,6
C002,2025-01-07,2025-01-07 06:30:00,2025-01-07 15:11:17.176348250,1,0,0,8.688104541180797,-1.6700160255555556,7
C002,2025-01-09,2025-01-09 19:45:00,2025-01-10 01:50:29.402699341,2,1,0,6.091500749817149,29.0,1
C002,2025-01-10,2025-01-10 12:00:00,2025-01-10 20:05:20.302944789,4,0,0,8.088973040219217,10.15849925,2
C002,2025-01-12,2025-01-12 04:15:00,2025-01-12 11:01:39.072489526,3,0,1,6.777520135979492,58.0,1
C002,2025-01-13,2025-01-13 22:15:00,2025-01-14 07:09:30.998164832,2,1,0,8.908610601342478,35.222479863888886,2
C002,2025-01-15,2025-01-15 14:15:00,2025-01-15 21:15:12.391593791,1,0,0,7.003442109386645,46.0,1
C002,2025-01-16,2025-01-16 18:00:00,2025-01-17 00:31:11.578656765,3,1,0,6.519882960212537,20.746557890555554,2
C002,2025-01-17,2025-01-17 16:00:00,2025-01-18 00:38:26.842224735,1,1,0,8.640789506870926,15.480117039722222,3
C002,2025-01-18,2025-01-18 22:30:00,2025-01-19 06:20:06.584059331,3,1,0,7.835162238703057,21.859210493055556,4
C002,2025-01-19,2025-01-19 12:00:00,2025-01-19 18:28:50.370928401,2,0,0,6.480658591222569,5.6648377611111105,5
C002,2025-01-22,2025-01-22 00:15:00,2025-01-22 07:11:54.051569428,2,1,1,6.948347658174651,71.0,1
C002,2025-01-23,2025-01-23 12:15:00,2025-01-23 19:50:38.468175322,2,0,0,7.594018937589494,29.051652341666667,2
C002,2025-01-24,2025-01-24 06:30:00,2025-01-24 12:33:40.385380181,2,0,0,6.061218161161539,10.65598106222222,3
C002,2025-01-25,2025-01-25 11:45:00,2025-01-25 20:12:48.256767214,3,0,0,8.463404657559655,23.18878183861111,4
C002,2025-01-26,2025-01-26 02:45:00,2025-01-26 10:21:06.834921713,2,1,1,7.601898589364799,6.536595342222222,5
C002,2025-01-27,2025-01-27 04:00:00,2025-01-27 12:10:56.881766149,4,0,1,8.18246715726374,17.648101410555554,6
C002,2025-01-28,2025-01-28 01:00:00,2025-01-28 07:24:48.127391112,1,1,1,6.413368719753491,12.8175328425,7
C002,2025-01-30,2025-01-30 05:00:00,2025-01-30 13:43:55.297537195,2,0,1,8.732027093665428,31.0,1
C002,2025-01-31,2025-01-31 23:00:00,2025-02-01 07:26:36.259611960,3,1,0,8.443405447766807,33.26797290611111,2
C002,2025-02-02,2025-02-02 15:00:00,2025-02-02 23:56:25.023030775,1,0,0,8.940284175215544,59.0,1
C002,2025-02-04,2025-02-04 18:45:00,2025-02-05 02:56:41.795757236,2,1,0,8.194943265898921,62.0,1
C002,2025-02-05,2025-02-05 00:30:00,2025-02-05 06:58:37.897390490,1,1,1,6.47719371958068,-2.4449432661111112,2
C002,2025-02-06,2025-02-06 05:15:00,2025-02-06 14:51:36.761856185,4,0,1,9.610211626718266,22.272806280277777,3
C002,2025-02-07,2025-02-07 10:45:00,2025-02-07 18:18:24.504173771,1,0,0,7.556806714936652,19.889788373055556,4
C002,2025-02-08,2025-02-08 06:30:00,2025-02-08 16:19:37.932745820,4,0,0,9.827203540505826,12.193193285,5
C002,2025-02-09,2025-02-09 12:45:00,2025-02-09 19:07:00.539720522,1,0,0,6.366816589033924,20.42279645944444,6
C002,2025-02-10,2025-02-10 04:00:00,2025-02-10 13:09:58.738229652,3,0,1,9.166316174903393,8.883183410833333,7
C002,2025-02-12,2025-02-12 06:30:00,2025-02-12 12:43:24.544627353,3,0,0,6.2234846187094,52.0,1
C002,2025-02-13,2025-02-13 04:45:00,2025-02-13 13:47:45.753096731,1,0,1,9.04604252686989,16.02651538111111,2
C002,2025-02-16,2025-02-16 05:15:00,2025-02-16 14:49:03.315486385,1,0,1,9.567587635107106,52.0,1
C002,2025-02-18,2025-02-18 08:00:00,2025-02-18 17:31:17.183548393,3,0,0,9.521439874553668,30.0,1
C002,2025-02-19,2025-02-19 23:30:00,2025-02-20 07:37:28.356912298,1,1,0,8.1245435867496,29.97856012527778,2
C002,2025-02-20,2025-02-20 19:30:00,2025-02-21 04:13:08.627359023,2,1,0,8.719063155284207,11.875456413055554,3
C002,2025-02-21,2025-02-21 05:45:00,2025-02-21 11:58:30.767169818,4,0,1,6.225213102727349,1.5309368444444442,4
C002,2025-02-23,2025-02-23 22:00:00,2025-02-24 04:42:45.069889958,3,1,0,6.71251941387741,48.0,1
C002,2025-02-24,2025-02-24 05:00:00,2025-02-24 14:12:30.373185984,4,0,1,9.208436996106936,0.2874805861111111,2
C002,2025-02-25,2025-02-25 13:45:00,2025-02-25 23:26:54.863955219,1,0,0,9.698573320894385,23.54156300388889,3
C002,2025-02-26,2025-02-26 18:00:00,2025-02-27 01:34:09.456717037,1,1,0,7.5692935325104465,18.551426678888888,4
C002,2025-02-27,2025-02-27 12:30:00,2025-02-27 21:17:15.720804438,4,0,0,8.787700223455259,10.930706467222222,5
C002,2025-02-28,2025-02-28 01:45:00,2025-02-28 09:39:02.962685351,2,1,1,7.9008229681531175,4.462299776388889,6
C002,2025-03-01,2025-03-01 15:45:00,2025-03-01 22:25:43.390616096,2,0,0,6.678719615582262,30.099177031666667,7
C003,2025-01-01,2025-01-01 04:45:00,2025-01-01 14:38:51.285230392,3,0,1,9.897579230664666,40.0,1
C003,2025-01-02,2025-01-02 10:15:00,2025-01-02 19:32:24.536298093,3,0,0,9.290148971692677,19.602420769166667,2
C003,2025-01-03,2025-01-03 09:15:00,2025-01-03 15:34:51.577248508,2,0,0,6.3309936801412245,13.709851028055557,3
C003,2025-01-04,2025-01-04 04:15:00,2025-01-04 13:21:37.472885787,4,0,1,9.110409134940902,12.669006319722222,4
C003,2025-01-05,2025-01-05 16:30:00,2025-01-06 02:22:46.767328530,1,1,0,9.879657591258413,27.139590865,5
C003,2025-01-06,2025-01-06 10:00:00,2025-01-06 16:32:07.470510729,4,0,0,6.535408475202533,7.620342408611111,6
C003,2025-01-08,2025-01-08 12:00:00,2025-01-08 21:59:11.570453864,3,0,0,9.986547348295622,60.0,1
C003,2025-01-09,2025-01-09 20:15:00,2025-01-10 02:59:31.359498826,1,1,0,6.742044305229593,22.263452651666668,2
C003,2025-01-11,2025-01-11 08:45:00,2025-01-11 17:26:12.489855444,2,0,0,8.686802737623427,51.0,1
C003,2025-01-12,2025-01-12 05:15:00,2025-01-12 13:19:52.430893014,3,0,1,8.081230803615174,11.813197262222221,2
C003,2025-01-13,2025-01-13 01:15:00,2025-01-13 09:11:09.411111166,2,1,1,7.9359475308796465,11.918769196111112,3
C003,2025-01-14,2025-01-14 14:00:00,2025-01-14 23:01:13.976481700,2,0,0,9.020549022694476,28.81405246888889,4
C003,2025-01-15,2025-01-15 05:15:00,2025-01-15 13:43:08.597454201,2,0,1,8.469054848389169,6.229450977222223,5
C003,2025-01-16,2025-01-16 10:45:00,2025-01-16 20:21:59.885200709,1,0,0,9.616634777974994,21.03094515138889,6
C003,2025-01-17,2025-01-17 21:15:00,2025-01-18 04:08:37.962076653,3,1,0,6.893878354625851,24.883365221944445,7
C003,2025-01-18,2025-01-18 19:15:00,2025-01-19 04:01:47.146351744,1,1,0,8.779762875484483,15.10612164527778,8
C003,2025-01-19,2025-01-19 09:15:00,2025-01-19 17:43:59.601855678,1,0,0,8.483222737688365,5.220237124444444,9
C003,2025-01-21,2025-01-21 16:45:00,2025-01-22 00:35:25.715889363,3,1,0,7.840476635934288,34.0,1
C003,2025-01-23,2025-01-23 04:30:00,2025-01-23 14:05:13.753102646,3,0,1,9.587153639624047,52.0,1
C003,2025-01-24,2025-01-24 10:00:00,2025-01-24 16:09:48.508074237,2,0,0,6.1634744650659155,19.91284636027778,2
C003,2025-01-25,2025-01-25 04:00:00,2025-01-25 12:11:41.500452586,1,0,1,8.194861236829635,11.836525534722222,3
C003,2025-01-26,2025-01-26 00:00:00,2025-01-26 07:00:24.604350154,3,1,1,7.006834541709714,11.805138763055556,4
C003,2025-01-28,2025-01-28 15:30:00,2025-01-29 00:59:39.532187137,4,1,0,9.494314496427108,40.0,1
C003,2025-01-29,2025-01-29 18:45:00,2025-01-30 02:32:30.603288358,3,1,0,7.7918342467662915,17.755685503333336,2
C003,2025-01-30,2025-01-30 01:30:00,2025-01-30 08:44:11.434355018,2,1,1,7.236509543060592,-1.0418342469444444,3
C003,2025-01-31,2025-01-31 23:30:00,2025-02-01 05:56:35.582192587,3,1,0,6.4432172757186805,38.763490456666666,4
C003,2025-02-01,2025-02-01 20:00:00,2025-02-02 03:35:46.825640865,2,1,0,7.596340455795946,14.056782724166666,5
C003,2025-02-02,2025-02-02 16:45:00,2025-02-03 01:41:58.634967750,2,1,0,8.949620824375277,13.153659544166667,6
C003,2025-02-03,2025-02-03 23:45:00,2025-02-04 06:43:56.971403521,1,1,0,6.982492056533744,22.050379175555555,7
C003,2025-02-04,2025-02-04 11:00:00,2025-02-04 18:25:13.501967221,1,0,0,7.420417213117219,4.267507943333333,8
C003,2025-02-05,2025-02-05 13:45:00,2025-02-05 22:05:50.512099500,4,0,0,8.347364472083516,19.329582786666666,9
C003,2025-02-06,2025-02-06 04:45:00,2025-02-06 12:05:59.234407755,2,0,1,7.349787335487672,6.652635527777778,10
C003,2025-02-07,2025-02-07 06:00:00,2025-02-07 15:56:45.819582618,1,0,0,9.94606099517192,17.900212664444446,11
C003,2025-02-08,2025-02-08 05:45:00,2025-02-08 13:12:41.138203306,4,0,1,7.461427278696231,13.803939004722222,12
C003,2025-02-09,2025-02-09 05:30:00,2025-02-09 12:11:36.579772244,1,0,1,6.693494381179019,16.28857272111111,13
C003,2025-02-11,2025-02-11 11:15:00,2025-02-11 21:14:20.479700664,2,0,0,9.989022139073578,43.0,1
C003,2025-02-12,2025-02-12 01:15:00,2025-02-12 09:12:00.483573205,4,1,1,7.950134325890285,4.010977860833333,2
C003,2025-02-13,2025-02-13 19:45:00,2025-02-14 03:25:13.039244550,2,1,0,7.670288679041789,34.54986567388889,3
C003,2025-02-14,2025-02-14 23:45:00,2025-02-15 08:39:14.335918245,3,1,0,8.903982199512702,20.329711320833333,4
C003,2025-02-16,2025-02-16 08:45:00,2025-02-16 17:11:32.928611159,2,0,0,8.44248016976653,60.0,1
C003,2025-02-17,2025-02-17 00:00:00,2025-02-17 07:03:54.643914371,2,1,1,7.065178865103172,6.80751983,2
C003,2025-02-18,2025-02-18 06:15:00,2025-02-18 14:26:44.476510401,1,0,0,8.195687919555908,23.184821134722224,3
C003,2025-02-19,2025-02-19 06:00:00,2025-02-19 14:43:33.639200024,1,0,0,8.726010888895717,15.554312080277777,4
C003,2025-02-20,2025-02-20 14:30:00,2025-02-20 23:40:37.768079517,1,0,0,9.17715779986585,23.773989110833334,5
C003,2025-02-21,2025-02-21 19:45:00,2025-02-22 02:07:22.410013643,3,1,0,6.372891670456634,20.0728422,6
C003,2025-02-22,2025-02-22 06:45:00,2025-02-22 16:27:20.871699691,2,0,0,9.705797694358845,4.627108329444444,7
C003,2025-02-24,2025-02-24 22:15:00,2025-02-25 04:51:17.575056515,3,1,0,6.604881960143233,44.0,1
C003,2025-02-26,2025-02-26 11:15:00,2025-02-26 18:30:53.230785069,1,0,0,7.264786329185979,41.0,1
C003,2025-02-27,2025-02-27 10:00:00,2025-02-27 18:29:47.062236218,3,0,0,8.496406176727351,15.485213670555556,2
C003,2025-02-28,2025-02-28 08:30:00,2025-02-28 18:05:53.873855153,2,0,0,9.598298293098274,14.003593823055557,3
C003,2025-03-01,2025-03-01 02:15:00,2025-03-01 09:20:08.515036416,2,1,1,7.085698621226818,8.151701706666667,4
C004,2025-01-01,2025-01-01 19:30:00,2025-01-02 01:55:04.138384764,3,1,0,6.417816217990162,52.0,1
C004,2025-01-02,2025-01-02 20:15:00,2025-01-03 04:36:56.849881224,1,1,0,8.365791633673592,18.332183781944444,2
C004,2025-01-03,2025-01-03 06:45:00,2025-01-03 13:19:21.042991897,2,0,0,6.572511942193879,2.134208366111111,3
C004,2025-01-04,2025-01-04 08:00:00,2025-01-04 14:24:41.990842715,3,0,0,6.41166412297658,18.677488057777776,4
C004,2025-01-05,2025-01-05 11:00:00,2025-01-05 18:35:20.936984069,4,0,0,7.589149162241469,20.58833587694444,5
C004,2025-01-08,2025-01-08 20:45:00,2025-01-09 04:49:54.643200244,2,1,0,8.0818453334013,66.0,1
C004,2025-01-09,2025-01-09 23:15:00,2025-01-10 07:58:31.266062403,2,1,0,8.725351684000884,18.41815466638889,2
C004,2025-01-10,2025-01-10 15:00:00,2025-01-10 23:01:24.796975936,1,0,0,8.023554715537864,7.024648315833334,3
C004,2025-01-12,2025-01-12 00:45:00,2025-01-12 08:35:41.995544476,3,1,1,7.844998762354591,65.0,1
C004,2025-01-13,2025-01-13 16:00:00,2025-01-13 23:41:47.481666754,2,0,0,7.696522685209544,31.405001237500002,2
C004,2025-01-14,2025-01-14 02:00:00,2025-01-14 08:14:44.237629289,1,1,1,6.245621563691468,2.303477314722222,3
C004,2025-01-17,2025-01-17 13:45:00,2025-01-17 21:49:31.268022615,3,0,0,8.075352228504288,44.0,1
C004,2025-01-18,2025-01-18 19:00:00,2025-01-19 03:24:30.817244858,2,1,0,8.408560345794035,21.17464777138889,2
C004,2025-01-19,2025-01-19 16:15:00,2025-01-20 01:42:14.661224826,2,1,0,9.454072562451827,12.841439654166667,3
C004,2025-01-20,2025-01-20 08:30:00,2025-01-20 16:50:53.782427566,4,0,0,8.34827289654627,6.7959274375,4
C004,2025-01-21,2025-01-21 04:15:00,2025-01-21 12:14:36.495927448,1,0,1,7.993471090957919,11.401727103333334,5
C004,2025-01-22,2025-01-22 13:15:00,2025-01-22 20:07:49.399882767,1,0,0,6.880388856324388,25.00652890888889,6
C004,2025-01-23,2025-01-23 00:15:00,2025-01-23 06:32:50.371639822,2,1,1,6.2973254555062255,4.119611143611111,7
C004,2025-01-25,2025-01-25 08:15:00,2025-01-25 15:29:23.091738268,3,0,0,7.239747705074444,42.0,1
C004,2025-01-26,2025-01-26 08:15:00,2025-01-26 14:23:46.315217012,4,0,0,6.14619867139238,16.76025229472222,2
C004,2025-01-27,2025-01-27 05:15:00,2025-01-27 14:06:22.452476973,2,0,1,8.856236799159312,14.853801328333333,3
C004,2025-01-28,2025-01-28 13:45:00,2025-01-28 22:48:41.130447353,1,0,0,9.061425124264963,23.643763200833334,4
C004,2025-01-29,2025-01-29 06:15:00,2025-01-29 13:44:35.654154428,3,0,0,7.493237265119012,7.438574875555555,5
C004,2025-01-30,2025-01-30 14:45:00,2025-01-31 00:39:56.612672869,2,1,0,9.915725742463845,25.006762734722223,6
C004,2025-01-31,2025-01-31 16:45:00,2025-01-31 23:38:16.399131834,3,0,0,6.887888647731797,16.0842742575,7
C004,2025-02-01,2025-02-01 05:00:00,2025-02-01 12:21:25.505940905,3,0,1,7.357084983584764,5.362111352222223,8
C004,2025-02-02,2025-02-02 15:45:00,2025-02-02 22:08:51.956055734,4,0,0,6.397765571037381,27.39291501638889,9
C004,2025-02-03,2025-02-03 02:45:00,2025-02-03 10:40:31.075093595,1,1,1,7.92529863710975,4.602234428888889,10
C004,2025-02-05,2025-02-05 09:30:00,2025-02-05 15:33:07.227698554,1,0,0,6.052007694042944,46.0,1
C004,2025-02-06,2025-02-06 06:45:00,2025-02-06 15:04:55.798477963,2,0,0,8.332166243878769,15.197992305833333,2
C004,2025-02-07,2025-02-07 21:30:00,2025-02-08 04:30:27.351257218,2,1,0,7.007597571449505,30.41783375611111,3
C004,2025-02-08,2025-02-08 04:45:00,2025-02-08 12:07:50.766886290,2,0,1,7.380768579525102,0.24240242833333334,4
C004,2025-02-09,2025-02-09 02:15:00,2025-02-09 10:08:48.863810127,4,1,1,7.896906613924314,14.119231420277778,5
C004,2025-02-11,2025-02-11 14:00:00,2025-02-11 23:11:57.915685641,2,0,0,9.199421023789261,40.0,1
C004,2025-02-12,2025-02-12 16:15:00,2025-02-12 23:16:53.582670238,2,0,0,7.03155074173281,17.05057897611111,2
C004,2025-02-13,2025-02-13 01:15:00,2025-02-13 09:03:04.120568901,3,1,1,7.801144602472771,1.9684492580555555,3
C004,2025-02-14,2025-02-14 22:00:00,2025-02-15 06:26:42.587826746,2,1,0,8.445163285207371,36.948855397500004,4
C004,2025-02-16,2025-02-16 14:15:00,2025-02-16 20:40:34.733713852,1,0,0,6.426314920514697,50.0,1
C004,2025-02-17,2025-02-17 01:00:00,2025-02-17 08:12:03.721395122,1,1,1,7.201033720867307,4.323685079444444,2
C004,2025-02-19,2025-02-19 09:30:00,2025-02-19 16:09:54.480510087,1,0,0,6.665133475024318,59.0,1
C004,2025-02-20,2025-02-20 06:45:00,2025-02-20 13:54:17.189809498,4,0,0,7.1547749470827995,14.584866524722221,2
C004,2025-02-21,2025-02-21 10:30:00,2025-02-21 20:17:50.017877631,3,0,0,9.797227188231062,20.595225052777778,3
C004,2025-02-22,2025-02-22 04:30:00,2025-02-22 11:34:46.721602447,4,0,1,7.07964488956878,8.202772811666668,4
C004,2025-02-24,2025-02-24 20:15:00,2025-02-25 04:02:25.902768302,1,1,0,7.790528546750668,49.0,1
C004,2025-02-25,2025-02-25 15:00:00,2025-02-25 23:54:45.918089331,1,0,0,8.912755024814413,10.959471453055556,2
C004,2025-02-26,2025-02-26 14:15:00,2025-02-26 20:33:13.441109322,1,0,0,6.303733641478488,14.337244975,3
C004,2025-02-28,2025-02-28 06:30:00,2025-02-28 13:45:30.190418055,3,0,0,7.258386227237644,40.0,1
C004,2025-03-01,2025-03-01 15:30:00,2025-03-02 00:32:00.850760817,1,1,0,9.033569655782726,25.7416137725,2
C005,2025-01-01,2025-01-01 23:15:00,2025-01-02 08:11:30.229441943,1,1,0,8.941730400539964,35.0,1
C005,2025-01-03,2025-01-03 02:45:00,2025-01-03 08:50:17.991151512,3,1,1,6.0883308754202,40.0,1
C005,2025-01-05,2025-01-05 01:30:00,2025-01-05 07:44:27.762567262,1,1,1,6.241045157572929,71.0,1
C005,2025-01-07,2025-01-07 23:30:00,2025-01-08 05:39:52.732238181,2,1,0,6.1646478439394246,65.0,1
C005,2025-01-08,2025-01-08 20:00:00,2025-01-09 03:40:55.313695237,2,1,0,7.682031582010542,14.335352155833334,2
C005,2025-01-09,2025-01-09 14:30:00,2025-01-09 22:07:04.590475418,3,0,0,7.6179417987274025,10.817968417777779,3
C005,2025-01-10,2025-01-10 13:15:00,2025-01-10 20:31:30.036042221,1,0,0,7.27501001172828,15.132058201111112,4
C005,2025-01-11,2025-01-11 09:15:00,2025-01-11 15:20:51.371254414,2,0,0,6.0976031262261525,12.724989988055556,5
C005,2025-01-13,2025-01-13 10:15:00,2025-01-13 16:31:48.427762763,4,0,0,6.280118822989884,52.0,1
C005,2025-01-14,2025-01-14 12:45:00,2025-01-14 20:40:08.851106733,4,0,0,7.919125307426019,20.219881176944444,2
C005,2025-01-15,2025-01-15 16:45:00,2025-01-16 00:05:43.734679129,1,1,0,7.345481855313688,20.0808746925,3
C005,2025-01-16,2025-01-16 04:15:00,2025-01-16 11:40:06.559070027,2,0,1,7.418488630563106,4.154518144444444,4
C005,2025-01-17,2025-01-17 04:00:00,2025-01-17 11:06:32.625298033,2,0,1,7.109062582787095,16.331511369166666,5
C005,2025-01-20,2025-01-20 06:00:00,2025-01-20 15:47:59.441048883,1,0,0,9.799844735800901,66.0,1
C005,2025-01-21,2025-01-21 02:30:00,2025-01-21 10:23:22.070560498,2,1,1,7.88946404458282,10.700155264166666,2
C005,2025-01-22,2025-01-22 06:00:00,2025-01-22 13:36:22.755404527,3,0,0,7.60632094570195,19.61053595527778,3
C005,2025-01-23,2025-01-23 23:15:00,2025-01-24 05:56:31.233966551,1,1,0,6.692009435153276,33.64367905416667,4
C005,2025-01-26,2025-01-26 12:30:00,2025-01-26 21:01:08.802091144,1,0,0,8.519111691984612,32.0,1
C005,2025-01-27,2025-01-27 00:30:00,2025-01-27 07:01:13.680249250,2,1,1,6.520466735903055,3.4808883077777777,2
C005,2025-01-28,2025-01-28 02:15:00,2025-01-28 09:52:53.998499932,1,1,1,7.631666249981236,19.229533263888886,3
C005,2025-01-30,2025-01-30 12:00:00,2025-01-30 18:21:57.410458527,4,0,0,6.3659473495910195,26.0,1
C005,2025-01-31,2025-01-31 10:45:00,2025-01-31 20:34:21.381574508,2,0,0,9.822605992919014,16.384052650277777,2
C005,2025-02-01,2025-02-01 22:15:00,2025-02-02 06:27:20.296668853,4,1,0,8.205637963570357,25.677394006944443,3
C005,2025-02-02,2025-02-02 06:15:00,2025-02-02 15:08:37.249637115,2,0,0,8.893680454754339,-0.20563796361111109,4
C005,2025-02-05,2025-02-05 04:00:00,2025-02-05 10:14:45.845177844,4,0,1,6.24606810495694,52.0,1
